,Atha_Ws_root_GC_Rep1,Atha_Ws_root_GC_Rep2,Atha_Ws_root_GC_Rep3,Atha_Ws_root_FLT_Rep1,Atha_Ws_root_FLT_Rep2,Atha_Ws_root_FLT_Rep3,Atha_Ws_leaf_GC_Rep1,Atha_Ws_leaf_GC_Rep2,Atha_Ws_leaf_GC_Rep3,Atha_Ws_leaf_FLT_Rep1,Atha_Ws_leaf_FLT_Rep2,Atha_Ws_leaf_FLT_Rep3
AT1G04187,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04190,2353,2018,2257,1093,1158,1288,2021,2139,3017,1181,1095,930
AT1G04193,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04197,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04200,1867,1844,1980,839,731,832,1790,1829,2452,721,920,839
AT1G04203,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04207,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04210,3058,2664,3331,2841,2387,2534,2351,2774,3850,1774,2330,1946
AT1G04213,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04217,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04220,1797.97,1862.76,1946.4,85.7,64.9,80.49,1803.83,1429.42,2166.28,35.47,75.12,30.42
AT1G04223,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04227,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04230,541.05,489.71,549.4,357.37,406.37,490.35,541.27,550.7,752.35,351.88,466.22,428.48
AT1G04233,43.07,35.11,39.02,31.86,28.61,38.19,41.37,89.76,59.37,36.92,8.11,21.86
AT1G04237,0,0,2,0,2,0,0,0,1,0,0,0
AT1G04240,548.95,524.29,474.6,517.63,745.63,886.65,695.73,684.3,729.65,428.12,598.78,489.52
AT1G04243,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04247,489.03,424.24,401.6,1.3,6.1,9.51,356.17,291.58,347.72,2.53,14.88,2.58
AT1G04250,5641,6062,5673,1027,1036,1184,6279,5578,7516,696,715,488
AT1G04253,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04257,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04260,463,430,504,315,279,270,480,476,624,308,330,320
AT1G04263,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04267,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04270,18848,16713.82,18018,10706,11499,10440,14413,15152,24732,10908,10172,8088
AT1G04273,0,0,0,0,1,0,0,0,0,0,0,0
AT1G04277,3,0,4,0,0,0,1,0,3,2,2,4
AT1G04280,4342,4260,4582,699,977,769,4286,4387,5221,1101,1443,1234
AT1G04283,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04287,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04290,392.81,322.18,333.93,368.65,409.67,368.4,347.9,243.27,468.53,401.64,285.79,281
AT1G04293,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04295,7.19,6.82,4.07,1.35,1.33,1.6,12.1,11.73,11.47,2.36,1.21,0
AT1G04297,6,6,16,7,3,1,5,6,13,3,6,2
AT1G04300,2865,2679,3170,2214,1852,2150,2573,2819,3682,1682,2617,2283
AT1G04303,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04307,1.33,6.73,2.49,0,0,0,5,2.64,4,0,0,0
AT1G04310,217,273,248,445,483,427,288,287,366,338,646,444
AT1G04313,0,0,0,0,0,1,0,0,0,0,0,0
AT1G04320,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04323,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04327,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04330,28,34,27,8,7,3,24,12,47,6,18,3
AT1G04333,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04337,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04340,1380,1396,1409,678,692,611,1209,1295,1839,692,663,555
AT1G04343,6.47,0.6,0.9,14.95,19.12,8.89,4.46,2.51,8.65,2.69,11.48,3.21
AT1G04347,1,1,1,0,2,0,2,5,7,6,0,2
AT1G04350,181,136,198,3462,2626,2718,159,222,184,2146,2744,2235
AT1G04353,58.57,60.56,69.5,15.92,15.02,11.8,52.37,76.07,63.14,15.44,12.05,8.86
AT1G04357,3,4,6,31,16,7,10,14,11,14,14,7
AT1G04360,629,679,608,72,95,60,604,558,802,56,83,86
AT1G04363,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04367,0,0,0,0,0,0,0,1,0,0,0,0
AT1G04370,8,9,6,1,2,0,6,9,8,0,1,0
AT1G04373,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04377,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04380,29,30,34,7,13,6,38,34,36,9,25,12
AT1G04383,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04387,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04390,601,610,716,501,500,497,583,649,792,317,543,470
AT1G04393,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04397,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04400,3756,3992,4227,4090,4495,4799,4138,4713,5184,4916,7195,6353
AT1G04403,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04407,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04410,48844,48338,51991,23771,24087,26768,43700,43885,64489,22568,28299,23987
AT1G04413,1,0,0,0,0,1,0,0,1,1,2,0
AT1G04417,1,0,1,0,0,0,0,2,0,0,0,0
AT1G04420,327,328,307,5283,4155,4819,287,382,414,4082,5060,4087
AT1G04423,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04425,0,2,1,2,0,7,2,2,0,0,5,2
AT1G04427,3,1,0,5,0,0,0,0.09,1,3,0,2
AT1G04430,5333,4744,5236,3478,3616,4250,3791,4946,6234,3039,3905,3222
AT1G04433,2.93,3.09,1.99,14.92,28.63,14.69,6.92,3.54,0,9.76,3.87,15.42
AT1G04437,0,0,0,0,0,0,0,0,1,0,0,0
AT1G04440,2833,3113,3174,1371,1368,1637,2908,2942,3530,1357,1624,1440
AT1G04443,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04445,8,15,12,1,0,2,8,5,11,0,0,3
AT1G04447,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04450,1,1,5,0,0,0,3,3,5,0,0,0
AT1G04453,0,0,2,0,0,0,0,0,0,0,0,0
AT1G04455,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04463,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04467,1,0,1,6,1,3,0,0,0,3,6,1
AT1G04470,0,0,1,0,0,2,0,0,0,0,0,0
AT1G04473,5,5,3,6,6,2,5,2,2,7,5,1
AT1G04477,2,2,5,1,2,4,11,0,2,2,0,1
AT1G04480,9139,8442,9378,7923,8688,8530,7429,8475,13865,9490,9026,7389
AT1G04483,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04487,42.15,38.76,34.63,147.6,105.08,123.95,37.03,19.59,59.38,84.67,139.14,139.67
AT1G04490,120,185,101,18,35,20,106,92,181,9,27,24
AT1G04493,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04497,1.92,0,0,0,0,0,0,0,0,0,0,0
AT1G04500,0,0,0,5,1,9,0,2,0,4,6,2
AT1G04503,0,0,0,7.55,0,30.64,0,1.32,0,41.43,83.44,0
AT1G04507,0,0,0.89,0,0,0,0,0,1.41,0,0,0
AT1G04510,2793,2519,3164,2404,2069,2298,2306,2623,3785,1960,2394,1967
AT1G04513,23.57,16.11,25.84,18.35,12.61,10.11,18.91,33.58,49.18,12.54,15.63,13.61
AT1G04517,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04520,1402,1229,1345,1333,981,978,1043,1148,1765,1014,943,710
AT1G04523,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04527,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04530,910,988,1050,4141,3295,3161,904,897,1211,2469,3821,2865
AT1G04533,0,0,0,4,1,0,0,0,1,0,0,0
AT1G04537,14.89,1.06,20.74,11.95,4.8,27.04,34.28,14.38,35.83,1.57,4.48,3.95
AT1G04540,440,466,485,198,155,148,421,506,587,110,151,143
AT1G04547,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04550,905,936,1069,1510,1261,1183,1041,1106,1309,1195,1392,954
AT1G04555,136,172,179,129,134,108,176,195,187,118,153,182
AT1G04557,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04560,6,8,5,0,0,0,19,5,120,0,0,0
AT1G04563,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04567,1,0,0,0,0,0,0,0,4,0,0,1
AT1G04570,203,192,212,70,56,81,158,169,197,37,37,45
AT1G04573,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04577,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04580,233,277,302,67,76,87,242,311,335,97,91,68
AT1G04583,0.93,0,0,0,0,0,0,0,0,0,0,0
AT1G04587,0,1,1,0,0,0,0,0,1,0,0,1
AT1G04590,733,658,754,477,550,526,620,674,1009,505,483,413
AT1G04593,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04597,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04600,89,90,104,34,30,36,85,115,150,29,34,25
AT1G04603,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04607,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04610,366,363,425,1,18,14,280,288,457,26,25,11
AT1G04620,248,266,303,1476,1043,1110,235,274,306,2107,1767,1460
AT1G04623,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04625,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04630,1426,1327,1315,1295,1336,1348,1137,1198,1811,1234,1307,934
AT1G04635,222,216,241,126,106,150,203,195,319,134,106,76
AT1G04640,194,201,195,1603,1432,1525,190,211,290,1388,1659,1435
AT1G04643,0,0.76,4,0,4,0,1,0,9,1,1,5
AT1G04645,0,0,0,0,0,0,0,0,0,0,0,4
AT1G04647,166.13,119.38,72.12,108.44,145.3,30.13,141.99,123.97,216.26,38.25,109.03,179.97
AT1G04650,273,214,221,207,120,148,201,218,350,131,126,105
AT1G04653,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04657,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04660,9,8,7,80,131,127,8,7,17,234,251,159
AT1G04667,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04670,0,1,0,0,0,0,0,1,0,0,0,0
AT1G04673,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04677,0,0,1,0,0,0,0,1,0,0,0,0
AT1G04680,4814,4667,6011,1887,1758,1814,5944,7759,6980,2098,2258,1799
AT1G04683,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04687,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04690,3961,3364,4038,2622,2795,3554,3419,3703,5288,2524,3242,2448
AT1G04693,1,0,0,0,0,0,0,0,0,0,0,0
AT1G04697,1,1,1,0,0,0,1,2,0,0,0,0
AT1G04700,423,387,459,65,92,71,301,303,530,48,90,52
AT1G04703,0,0,1,0,0,0,0,0,0,0,0,0
AT1G04707,0,7.1,19.26,10.92,7.72,0,11.47,17.32,4.86,0,17.8,15.99
AT1G04710,509,494,600,1095,928,969,510,585,747,868,1090,872
AT1G04713,0,0,0,2.74,0,0,0,0,0,0,0,0
AT1G04717,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04720,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04723,1,0,0,1,0,1,0,0,0,0,0,6
AT1G04730,608,552,697,301,278,269,511,618,785,379,426,305
AT1G04733,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04737,2,0,1,0,0,0,1,1,0,1,1,1
AT1G04743,0,0,0,1,0,1,0,9.26,0,0,1,0
AT1G04747,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04750,3785,3577,4006,1733,2142,2075,3797,4002,5129,2478,2604,1935.52
AT1G04753,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04760,138,163,166,123,124,80,157,168,218,133.04,109,98
AT1G04763,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04767,4,6,7,0,0,0,0,7,3,0,1.89,0
AT1G04770,1156,1038,1271,1187,1208,1228,1067,1093,1110,931.96,1217,1210
AT1G04773,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04778,69,91,82,7,5,7,129,129,125,18,4,8
AT1G04780,2546,2508,2487,1558,1449,1761,2116,2344,2900,1276,1917,1744
AT1G04783,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04787,0,0,0,0,0,0,0,1,0,0,0,0
AT1G04790,922.89,864,1015,1067.98,939.91,945.5,861,937.79,1238,782.15,1096.02,972.63
AT1G04793,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04797,0,0,1,3,5,8,1,0,2,3,1,0
AT1G04800,3.11,2,5,2661.02,1574.09,1899.5,1,1.21,3,723.85,1552.98,1259.37
AT1G04803,1.07,0,0,0,0,0,1.05,1.05,1.09,0,0,0
AT1G04807,0,0,0,0,0,0,0,0,1,0,0,0
AT1G04810,3599,3301,3769,2118,1809,2163,2771,3256,4283,1780,2301,2046
AT1G04813,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04817,0,2,1,0,0,0,1,0,0,0,0,0
AT1G04820,25003.12,22617.12,25187.54,12431.57,13667.64,14423.54,20590.95,22461.19,31493.01,14043.88,13740.08,9007.69
AT1G04823,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04827,4,8,9,5,4,2,12,10,4,2,7,1
AT1G04830,716,683,859,479,444,484,739,772,934,361,490,493
AT1G04833,212.19,262.1,209.28,176.1,539.73,246.81,305.12,208.3,148.68,122.13,382.58,527.2
AT1G04837,96.18,94.37,107.93,352.67,194.39,183.81,59.03,114.82,51.21,112.16,211.5,133.78
AT1G04840,126,112,104,60,65,65,110,124,186,65,93,78
AT1G04847,0,0,1.15,0,0,0,0,0,0,0,0,0
AT1G04850,5284,4983,5531,2557,2300,2621,4799,5074,7285,2370,2903,2459
AT1G04853,0,1,1,0,1,1,0,0,0,5,0,5
AT1G04857,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04860,1923,1794,1919,1763,1514,1630,1516,1821,2401,1055,1665,1439
AT1G04863,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04867,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04870,2719,2354,2753,1517,1338,1567,2178,2420,3905,1526,1528,1273
AT1G04873,0,0,0,0,0.42,1.02,0,1.4,0,2.09,0,1.5
AT1G04877,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04880,28,24,49,54,17,42,27,30,53,34,19,15
AT1G04883,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04887,0,0,1,0,2,0,2,0,1,0,0,0
AT1G04890,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04893,0,0,1,0,0,0,0,0,0,0,1,0
AT1G04895,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04897,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04900,901,739,885,344,363,475,735,770,1284,451,492,381
AT1G04907,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04910,1677,1637,1849,980,1013,1138,1592,1800,2368,1023,1180,1000
AT1G04913,2,3,0,0,0,0,0,0,1,1,0,2
AT1G04917,3.72,7.71,15.88,6.45,0,28.29,2.98,16.3,1.12,20.74,0.62,19.32
AT1G04920,3,2,6,147,113,105,4,7,5,72,80,71
AT1G04923,0,0,0,0,0,0,5,1,1,0,0,0
AT1G04927,1,1,1,1,0,0,1,3,8,0,0,1
AT1G04930,144,118,133,93,140,102,128,142,234,95,109,71
AT1G04933,0,0,5.41,0,0,0,3.43,4.56,0,3.86,0,0
AT1G04937,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04940,821,826.59,880.69,3199.63,3149.5,3130.9,829.96,769.96,1044.75,3052.9,3070.14,2650.43
AT1G04943,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04945,459,395.41,518.31,265.37,302.5,325.1,384.04,451.04,720.25,266.1,294.86,235.57
AT1G04947,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04950,1408,1277,1548,1211,1096,1146,1315,1512,1888,1064,1228,1042
AT1G04953,0.69,0,0.35,0,0,0,0,0,0,0,0,0
AT1G04957,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04960,880,867,939,814,836,772,825,838,1093,714,876,772
AT1G04963,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04967,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04970,1579,1668,1740,1133,1104,1196,1858,1632,2190,1092,1464,1193
AT1G04973,20,33,31,6,12,8,17,31,43,4,5,14
AT1G04977,139.58,102.99,130.33,96.67,143.32,136.39,133.6,232.8,179.23,117.48,236.35,188.97
AT1G04980,1896,1550,2035,790,727,668,1167,1517,2188,854,741,657
AT1G04983,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04985,678,669,724,1089,1007,1103,684,689,924,861,1062,1002
AT1G04987,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04990,988,942,996,422,300,375,993,908,1231,420,406,383
AT1G04993,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04997,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05000,2452,2485,2390,168,152,184,2661,2214,3008,201,348,392
AT1G05003,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05005,2.67,9.27,1.51,0,0,0,0,2.36,0,0,0,0
AT1G05007,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05010,1530,1670,1850,9962,13903,13022,2146,2358,2561,8634,14015,11413
AT1G05013,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05017,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05020,72,56,97,152,277,245,63,52,127,104,282,213
AT1G05023,0,0,0,0,0,0,0,1,0,0,6,1
AT1G05027,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05030,305,324,414,612,429,573,336,370,400,343,565,404
AT1G05033,1.09,0,0,0,0,1.19,1.08,0,0,0,2.08,1.27
AT1G05035,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05037,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05040,1,6,0,1,0,0,0,0,1,2,0,0
AT1G05043,7,17,15,4,2,1,6,13,12,1,5,5
AT1G05047,0,2.53,2.11,0,0,0,0,0,0,0,0,1.22
AT1G05053,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05055,878,782,883,626,670,687,819,881,1152,635,653,504
AT1G05057,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05060,416,403,489,321,409,502,477,628,573,389,478,358
AT1G05065,16,22,22,18,18,31,19,28,33,19,9,14
AT1G05067,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05070,573,566,563,770,742,759,649,602,818,698,775,640
AT1G05073,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05077,1,0,0,0,0,0,0,0,1,0,2,0
AT1G05080,0,0,0,0,0,0,0,0,0,0,2,0
AT1G05083,0,5,2,0,0,9,2,2,9,0,0,2
AT1G05085,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05087,128.13,156.28,215.41,128.37,65.16,85.33,126.78,154.07,194.66,65.35,124.27,100.01
AT1G05090,550.86,515.69,634.81,267.17,253.09,308.76,536.57,480.2,658.94,240.77,404.1,239.43
AT1G05093,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05097,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05100,85,86,56,15,25,27,83,55,63,10,29,7
AT1G05103,0,0,0,0,0,2,1,0,0,0,0,0
AT1G05107,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05113,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05117,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05120,1862,1774,1954,792,740,835,1660,1821,2255,804,925,786
AT1G05123,0,0,0,0,0,0,0,1,0,0,0,0
AT1G05127,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05133,0,0,0,0,2,0,0,0,0,1,0,0
AT1G05136,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05137,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05140,348,352,410,2676,2040,1995,482,411,490,1584,2160,1777
AT1G05143,0,0,0,0,2,0,0,0,0,0,0,0
AT1G05147,1.95,0,5.43,0,0,0,0,0,0,0,0,0
AT1G05150,2058,1863,2065,1934,1814,1837,1848,2009,2340,1631,1775,1343
AT1G05153,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05160,380,348,437,291,309,339,426,445,581,337,407,317
AT1G05163,6.18,5.21,14.43,1.02,4.1,3.07,10.28,8.2,10.34,0,8.21,0
AT1G05170,492,394,454,889,645,591,437,428,529,385,371,284
AT1G05173,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05177,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05180,2158,2002,2268,1228,1212,1450,1926,2232,2812,1460,1593,1379
AT1G05183,507,475,297.77,314.87,350,352,425,407,355.18,302,364,265
AT1G05187,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05190,777,661,845,18671,17390,17178,857,1009,887,16017,18391,14767
AT1G05193,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05197,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05200,298.53,333.4,375.1,1413.05,1010.88,990.11,333.54,324.49,323.35,572.31,909.52,657.79
AT1G05203,0,0,0,1,0,2,0,1,1,0,2,0
AT1G05205,660,698,747,330,390,336,602,580,1019,427,386,333
AT1G05207,2,0,0,32.01,19.01,37.01,0,0,1,16.01,47.01,22.01
AT1G05210,322,323,343,129,148,170,248,274,422,165,187,116
AT1G05213,221.84,253.96,261.01,117.97,58.14,74.12,226.8,224.01,261.78,29.03,48.64,25.06
AT1G05217,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05220,145,128,140,1,4,10,145,147,189,8,13,18
AT1G05223,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05227,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05230,14.43,17.44,15.5,1301.08,1049.98,1031.2,7.63,9.93,12.86,1084.56,1135.95,844.14
AT1G05233,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05237,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05240,14.6,8.55,14.84,0,2.11,0,4.24,2.12,25.35,4.08,4.04,0
AT1G05243,1,3.96,1,0,0,0,0,0,3.27,0,0,0
AT1G05247,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05250,7792.4,7399.45,9848.16,8,11.89,9,6753.76,6809.88,12393.65,19.92,15.96,35
AT1G05253,0,0,0,13.2,1.15,0,0,0,0,5.92,0,15.79
AT1G05257,0,0,0,0,0,0,0,0,0,0,0,1.96
AT1G05260,7384,7647,7860,50,44,43,5005,7249,10813,58,47,42
AT1G05263,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05267,25.71,16.63,32.05,12.98,17.05,2.84,18.96,25.43,46.01,15.81,25.07,19.19
AT1G05270,1623,1608,1704,1241,1200,1324,1447,1482,2054,1041,1365,1228
AT1G05273,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05277,3,12,12,6,5,7,1,2,14,6,8,4
AT1G05280,224,203,262,0,0,0,177,213,321,0,0,0
AT1G05283,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05287,1.39,0,1.51,0,1.07,2.49,1,1.11,0,0,0,0
AT1G05290,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05291,0,0,0,0,0,0,0,0,1,0,0,0
AT1G05293,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05297,0,0,1,0,1,0,0,0,0,0,0,0
AT1G05300,182,155,182,141,208,290,138,162,169,283,371,311
AT1G05303,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05307,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05310,117,114,142,76,114,95,131,144,237,79,118,152
AT1G05313,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05317,0,6,8,0,0,0,3,0,2,3,2,0
AT1G05320,1900,1845,2003,912,915,903,1710,1737,2487,938,1084,907
AT1G05323,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05327,0,0,0,0,3.98,0,0.26,3.23,0.24,0,0,0
AT1G05330,4,9,3,1,3,0,7,2,2,4,4,2
AT1G05333,0,1.01,0,0,240.82,0,0,52.68,0.87,0,0,0
AT1G05337,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05340,39,64,75,8,8,6,91,63,81,9,4,11
AT1G05343,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05347,0,0,5.96,4.6,27.64,4.44,6.24,0,0,0,0,3.36
AT1G05350,1492,1314,1465,836,813,985,1127,1359,1766,1057,969,957
AT1G05353,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05357,0.55,0,0,0,0,0,0,0,0,0,0,0
AT1G05360,1071,988,1140,568,607,509,985,990,1364,511,476,411
AT1G05363,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05367,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05370,149,104,167,95,114,71,186,221,191,73,96,67
AT1G05373,0,0,1,0,0,0,0,0,0,0,0,0
AT1G05377,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05380,2350,2223,2560,1771,1425,1558,2030,2378,2974,1115,1690,1365
AT1G05383,3,16,12,0,0,0,15,5,16,0,0,0
AT1G05385,89,101,108,862,940,907,121,137,128,799,779,641
AT1G05387,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05390,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05397,1,7,9,0,0,1,5,14,11,0,2,1
AT1G05400,59,72,81,32,15,28,62,112,125,23,28,25
AT1G05407,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05410,1047,1008,1054,764,826,883,971,965,1377,638,839,678
AT1G05413,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05417,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05420,66,87,84,69,57,73,72,120,92,28,36,24
AT1G05423,0,0,0,0,0,0,0,0,0,0,0.94,0
AT1G05427,0,0,0,0,0,0,0,0,0,0,0,0.99
AT1G05430,984,981,1017,1139,1249,1236,973,1011,1256,1090,1132,1005
AT1G05433,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05440,144,128,161,175,173,123,126,141,261,206,200,114
AT1G05443,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05447,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05450,52,60,52,0,3,0,36,37,55,0,0,0
AT1G05453,48.42,29.72,68.57,61.09,49.82,60.59,92.53,85.64,81.2,50.9,107.08,41.25
AT1G05460,689,687,760,648,656,704,628,713,1028,625,778,541
AT1G05463,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05467,6,5,8,1,13,10,10,7,9,11,3,2
AT1G05470,786,963,923,732,689,595,992,968,1130,480,558,417
AT1G05473,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05477,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05483,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05487,0,0,0,0,0,0,0,2,2,1,0,0
AT1G05490,85,104,73,69,80,64,82,119,104,74,65,54
AT1G05493,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05497,0,0,0,0,0,0,0,0,0,0,0,1
AT1G05500,2538,2583,2991,1653,1764,1893,2375,2546,3492,1598,1793,1447
AT1G05507,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05510,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05517,0,0,0,0,0,0,0,0,2,0,0,0
AT1G05520,3328,2806,3440,1544,1324,1905,2629,2979,4180,1368,1858,1480
AT1G05523,384.81,531.71,555.07,886.39,481,981.06,481,418.29,658,278.75,301,110
AT1G05527,0,0,0,0,0,0,0,0,0,0,0,0
